Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
2005-01-01;14:00:00;2,1526208741280035;159,99924916646498;5,225232700011567;228,33859862552708;112,95019339356705;15,5804789048724;56,95306896678742;0,3035721866184994
2005-01-01;15:00:00;-200,0;179,02635064914318;5,470612239270617;197,59367706273645;127,60367654812067;15,332077715768186;56,66753178752022;0,288268625790195
2005-01-01;16:00:00;2,096601273164205;176,98080268119358;5,064741683047628;230,1453949016506;146,2442285898774;16,6119668086389;57,715952155984326;0,3099607103407611
2005-01-01;17:00:00;2,022600733834271;191,66395889378168;4,858882989597797;198,19006167424894;127,92472516506183;16,118065290804502;57,99664791870359;-200,0
2005-01-01;18:00:00;2,0158664557174535;186,71094434010155;5,501906084011415;186,27361782319448;143,4626295902907;15,60417270322914;58,08329377018046;0,291162526428873
2005-01-01;19:00:00;2,155040727148841;171,5242188231586;4,956236534602284;191,92095591941327;134,82061015847253;15,758666539635962;60,24898445004883;0,30571836240908096
2005-01-01;20:00:00;1,9550117213417608;172,67381385154798;4,645412573766379;226,2801104474712;127,9796288085896;16,843053406469345;58,30293323567963;0,32530117235535316
2005-01-01;21:00:00;1,8447274145639612;159,4970960475912;5,139099920355454;205,99800901226112;128,71250527510608;15,655093353859638;59,37676325363436;0,31074508791698996
2005-01-01;22:00:00;2,3379650998609236;175,72895397237767;5,066733284203554;221,9413113294072;133,32242201237875;16,535402639784976;60,471408349355144;0,3431381204176815
2005-01-01;23:00:00;-200,0;176,06448270162926;5,444339413294435;200,99647226053037;137,32111811245122;16,379251468645087;56,09467620091011;0,30080191343744045
2005-01-02;00:00:00;1,6443737252346033;186,41439421927555;5,141501347804195;212,63892486823931;129,13043036497862;16,226341189364966;58,89359752782822;0,33539846466719014
2005-01-02;01:00:00;1,6112002841704878;177,31857504995602;4,795988122458622;199,59227197914097;127,81550229765064;16,7722249177908;60,680282870598454;-200,0
2005-01-02;02:00:00;1,6744996421061358;189,1577629242762;-200,0;211,32522788625326;125,19350263803024;16,66236391216156;59,00577616466949;0,33589150477940743
2005-01-02;03:00:00;2,341074395644746;184,499853129292;4,895743741354057;205,57066925984836;127,19188933724105;15,696469312141883;57,1601545338436;0,29468051623559094
2005-01-02;04:00:00;2,26997942603709;190,79298347746547;5,570220482871273;179,054068083461;138,11048114238758;16,732805654477662;55,54505551814965;0,3115274065275658
2005-01-02;05:00:00;2,393362407072806;172,04842963056265;5,155862411190671;223,39018559873745;137,17868004864624;15,689570949996542;58,68233294685876;0,3194086575758363
2005-01-02;06:00:00;2,127833962927037;181,8503852976229;4,881382783424612;199,8177562750254;133,02497681893004;15,879517655300816;55,557268052477;0,2866572649711369
2005-01-02;07:00:00;2,0792071876866913;183,1030792580466;5,451196334312285;202,50751912122925;137,0463406934415;16,558723700713664;58,51529190003234;0,315121047592479
2005-01-02;08:00:00;2,0382039413097637;197,75878194045237;5,4750504089999;223,7590045844583;124,92826290036665;17,25409248544248;59,38290757756867;0,3544676648582178
2005-01-02;09:00:00;2,159083094378211;180,39076902340435;4,917754821152012;195,08938201939247;134,0523540514422;16,433766829074493;55,163255613291;0,3143576633596023
2005-01-02;10:00:00;2,2767426315496104;191,77791375993462;5,379417525789601;219,63234988316145;145,11521787895975;16,67120565710069;61,26414670111299;0,35490742951264154
2005-01-02;11:00:00;2,0847964719373033;185,64765989460668;5,525348392057479;221,07496576774878;134,31055288858798;16,279707355864012;57,20362870172293;0,3101396340326187
2005-01-02;12:00:00;2,214094902763441;168,84919541533984;5,427929506050178;216,93335290451952;121,94504416333777;17,152487595032152;56,756461476272584;0,3357393589816743
2005-01-02;13:00:00;1,8699628915390714;169,64659907817767;5,882529387338953;208,14666918374738;121,3513209086133;16,845639033798406;59,46421479652233;0,3427014330752005
2005-01-02;14:00:00;1,8708145525779436;173,19148154644645;5,486816196311124;228,2172458550133;123,95858081365208;17,24973428488562;59,699338636997375;0,3459653212744255
2005-01-02;15:00:00;1,7584826056224625;176,70744088857907;5,185766678418028;229,0294152626581;125,00469647094904;16,996373404227825;59,30766264466184;0,33466472826362426
2005-01-02;16:00:00;2,4169021037320655;163,09148272863638;5,659191414952859;205,2996647373436;126,97969399846872;17,108103850715953;55,5334792193403;0,315842253442789
2005-01-02;17:00:00;2,011829956842127;175,9867560489731;5,162627314485593;240,5221634690127;119,29085173655064;16,357345739603197;56,81415055752676;0,3047982974061961
2005-01-02;18:00:00;2,0578401183639796;183,01528745888032;5,734030740519109;197,20648107913155;126,22795187030842;16,807156951491084;55,75068842657564;0,3011676302253701
2005-01-02;19:00:00;2,160544142497473;173,68860747480386;4,7678449739058335;189,21750317833536;122,63546461833866;17,87512083477124;56,994120794244715;0,32144005927919056
2005-01-02;20:00:00;1,8828652657330898;163,66240793368198;5,262335876659524;217,28921100771095;125,60244201051914;16,92262914923124;54,43801311462105;0,3079756832987745
2005-01-02;21:00:00;2,2322680941258577;176,10083245630716;6,117871585037998;183,2510439738463;121,46533742562532;16,899152363035352;55,463203503395235;0,3023489426484523
2005-01-02;22:00:00;2,324529769415392;180,45114637956402;5,520362529689244;193,03009700040732;114,34706362624033;17,85732450420695;52,971299674247135;0,32529307254906115
2005-01-02;23:00:00;2,1901357434018807;189,2983859029344;5,280227255798609;207,72729140201702;122,4541184199728;17,339053487396168;57,142414402398046;-200,0
2005-01-03;00:00:00;2,2871767326174672;182,7448165830963;5,0970713455334575;205,5356729311692;139,44438538308637;17,376061835848184;51,922803264944214;0,2752963235255672
2005-01-03;01:00:00;2,1644422213673984;157,6211011249422;5,488012132411477;214,35302572167492;125,71995919207616;16,36968703246626;54,954294051360144;0,3053200083903941
2005-01-03;02:00:00;2,1800391342846765;186,67500560439942;5,241484370903842;189,76187695732128;135,92531371888813;17,872081902032278;58,38690274777176;0,3441291839468601
2005-01-03;03:00:00;1,95549826065968;194,24747144488327;5,495268039676628;221,1255621906956;132,35397649638236;17,8240067824629;55,76118587926789;0,3297129996290903
2005-01-03;04:00:00;-200,0;190,76509511906815;5,755087038911624;214,64924144168234;127,63736030997646;17,284609060353205;-200,0;0,31806418544667675
2005-01-03;05:00:00;2,233483481825421;185,24101914066833;5,5823104068651235;234,41254517180306;127,28489509579198;17,684524606581263;55,33270881706139;0,31126519329367314
2005-01-03;06:00:00;2,1115876398736013;197,546355602627;4,875794665042532;199,82722796798444;123,64072220234065;17,29805259008063;55,98663200806664;0,33571038512994467
2005-01-03;07:00:00;2,494572088052151;170,09187723031354;5,241186223844118;221,37701433545936;127,90782911178337;17,86849029789835;58,48853746739544;0,34416766981322805
2005-01-03;08:00:00;2,0101114249906264;188,46185371339868;5,104566404381586;218,19390523139728;118,39605605988656;17,643042213405973;57,786171693547494;0,32428392258216127
2005-01-03;09:00:00;2,5500447833564412;190,21762500659116;5,473879615644717;219,67139507831527;-200,0;16,987351496235476;61,94504143364965;0,3542281070368434
2005-01-03;10:00:00;2,3258214074576067;184,57791793485592;5,9785557642486635;240,24760369164846;109,84622422329478;17,276687854623905;56,98666166392311;-200,0
2005-01-03;11:00:00;2,0592565820104136;180,59054777873175;-200,0;224,03105199699513;-200,0;18,3159771290647;54,17049205728795;0,33663787255963745
2005-01-03;12:00:00;1,8271744974120998;180,50725533581698;5,418554600302432;208,56671014727016;129,10427209017146;17,748681288650587;57,614744924164484;0,33448425911513385
2005-01-03;13:00:00;2,3520928027856804;180,21536406800882;5,352628683932349;221,19329798716657;131,10306399438676;17,95043744062092;54,826940024712336;0,3281785066374335
2005-01-03;14:00:00;2,3544180072533747;184,4498958329509;5,289219775556677;214,00897820342715;130,2217062180152;18,03124708332531;57,473163863905064;0,3539229155848216
2005-01-03;15:00:00;2,364546936193859;199,57004323529986;5,277782842775659;218,17670286033064;144,88154140966438;18,034606331050945;-200,0;0,3464173769001255
2005-01-03;16:00:00;1,8229083553943253;186,8534164712973;5,394186466319386;217,6157449034327;135,0500111451354;17,213231894394173;55,51981610688985;0,31797758642070256
2005-01-03;17:00:00;2,2482628890647436;171,04505850073423;5,467114555402255;234,9899445438734;119,9553211932142;-200,0;58,99837363338967;0,3482048652610792
2005-01-03;18:00:00;1,9080688635235;176,931176102011;5,589740679692838;209,07818201924346;124,30134517804758;17,887673275643667;55,034018661686666;0,3418054492425332
2005-01-03;19:00:00;2,293226847026863;165,17143209920619;5,900066243403595;-200,0;148,6937931205188;18,35949986454685;55,93931158695573;0,3373422183939477
2005-01-03;20:00:00;-200,0;175,23583017179743;5,234654771819699;226,91948960636907;118,32186990291984;19,498749263635396;55,28698394908884;0,3511050843599285
2005-01-03;21:00:00;1,988526947347797;192,4750170003621;5,387434132965482;194,57759953369433;127,02311628296842;17,832855667695753;59,64471174427242;0,3647615386457391
2005-01-03;22:00:00;1,9647154311861463;178,0063360795881;6,119500888913188;189,23326607876805;119,3649665200745;18,46225162170191;53,22331328501608;0,34412962081836873
2005-01-03;23:00:00;1,9201078912125138;179,74946209428043;5,862306244026647;235,4976364503736;128,25076662092425;19,099413962243965;54,84295456964593;0,3551254920134561
2005-01-04;00:00:00;2,328587631879018;173,16368936273247;5,63214436029915;231,8406723173751;134,31789568258014;18,348755303375032;49,39101281850667;0,29973313660836154
2005-01-04;01:00:00;2,2375326451176125;174,87376722604907;5,655970170513059;199,9808149321318;134,71291435817724;17,395505822335505;56,59370987395139;0,31511895778116594
2005-01-04;02:00:00;2,0104025043778266;170,19100358786105;5,793724847721385;181,1103971300326;109,50382740027908;18,182980215357897;55,58171511824456;0,3465322574755412
2005-01-04;03:00:00;2,2661011648518428;170,86747086771123;5,573831145392846;228,09783518187749;122,75401343903751;18,123270204404538;52,72043678536001;0,3201769251246201
2005-01-04;04:00:00;2,200762864674704;179,34771007519316;-200,0;207,78297950352012;118,61395090469637;18,705964583820087;53,05940957798419;0,3294747955613388
2005-01-04;05:00:00;2,392035853410742;171,13092363552965;5,316519425610588;207,3420309185068;128,10251377340322;17,92426366769874;55,41772626724639;0,3233756700899391
2005-01-04;06:00:00;2,2734896034631484;160,86330420024098;5,555087409133546;240,98444157430092;129,89643919068777;18,802367319341617;54,104871618282914;0,3411152985504475
2005-01-04;07:00:00;2,4418421339681906;-200,0;5,874369150583694;224,33640591699267;124,38548048128783;19,483579399548564;56,991086226843116;0,38295367200005104
2005-01-04;08:00:00;1,8779844198671871;173,17750705925903;6,162121470403333;219,30867881248506;122,80908210368021;18,298291931969658;54,77105524043982;0,348147339475433
2005-01-04;09:00:00;2,4306953414756087;188,7296168817122;5,544388246441371;258,43119361399505;124,45785365937625;20,028757685771534;56,3187540687091;0,37969268324493977
2005-01-04;10:00:00;2,136350010399737;177,87457311546342;6,049949358643737;211,47078174710055;132,18721109892806;19,77799916513614;49,17192528481229;0,31358303917985425
2005-01-04;11:00:00;2,1712219988281056;196,34194854828024;5,440603814609561;217,63595112944907;-200,0;19,024562922802396;53,75845892168921;0,35800727655081316
2005-01-04;12:00:00;2,1836954630173504;161,55559376733157;5,489640382480236;-200,0;129,1629522114923;19,742111509757724;56,382721446018124;0,36760030856503834
2005-01-04;13:00:00;2,1763766064341077;190,01188471014652;5,989700433340465;212,28691369267602;105,69659794851766;19,08239680850875;52,88186918417979;-200,0
2005-01-04;14:00:00;2,2396384682898027;191,15924784787538;5,609415225466811;203,70345306382802;128,03407243598488;19,103461253649936;54,32353821623327;0,35014895697226733
2005-01-04;15:00:00;2,047188932236072;-200,0;5,965382679189707;234,27839888998213;146,6066808815801;19,87566583976693;54,466818574393514;0,367294382643873
2005-01-04;16:00:00;2,211320960245073;181,9083357228872;6,209689923567639;215,25036701020838;-200,0;18,634248509986026;53,145812363592526;0,3171734543863353
2005-01-04;17:00:00;2,028787926953396;191,26952069412815;5,722734660009644;226,06882088929027;122,139976610341;19,191836157664543;55,358661138233316;0,3563996304449871
2005-01-04;18:00:00;2,2465549566051526;177,5150543867118;5,774525765614493;240,02466930792303;107,29209877933965;19,277687425092598;54,30043932192149;0,33463566793555577
2005-01-04;19:00:00;2,3648308371168163;181,0520112934381;5,38137570741656;194,6522476895344;112,54589385705782;19,271676828122278;53,094948557370145;0,3429177084465688
2005-01-04;20:00:00;1,9762057468274181;179,7324973280399;5,332201078798459;211,04442252302877;107,31282668110394;19,654276187487586;56,470114121499435;0,36685514762918253
2005-01-04;21:00:00;-200,0;164,67210167557374;5,9189221932411895;204,8378328836179;131,58340627168934;19,516456548149453;56,051920178783604;-200,0
2005-01-04;22:00:00;2,238044469733287;167,7065716013924;5,677444526123366;197,89971697050203;132,96643324337913;19,72648263771459;53,550328932032684;0,342224516385492
2005-01-04;23:00:00;2,2157145486969756;186,91672145788547;5,887705976798191;216,41617462243224;134,45022680797211;19,120161987479797;51,72276797750975;0,3366157755749317
2005-01-05;00:00:00;2,2610349169954578;178,3053602806559;5,609718448066142;180,12296568838389;143,17149217294343;19,206810324690007;49,502643470933734;0,3197846960520769
2005-01-05;01:00:00;1,9996018746428526;177,3529260420551;5,697725183878822;210,12824105481587;121,94990958483089;19,269338466031275;53,94453320584718;0,35570893448264157
2005-01-05;02:00:00;2,32458082779879;173,3323268597989;5,59767944755506;230,7388450037955;126,17739161256428;19,685781292795035;52,48990260278157;0,35760492831265384
2005-01-05;03:00:00;2,644491287491783;187,6578749527141;6,2686802904431;236,15047515720627;116,74751154455438;20,322984288420333;54,763862031254774;0,3696891171607673
2005-01-05;04:00:00;2,529476949469424;171,44175892547815;6,211664184291126;221,2073917784528;120,71170620009781;19,59909852372205;53,59908198887902;0,3502990667151347
2005-01-05;05:00:00;-200,0;177,07109959179363;6,1615418528512285;205,212729769558;108,82142011534222;21,401095080967604;-200,0;0,38556774387276177
2005-01-05;06:00:00;2,2405011714768155;164,8484223254334;6,034846499481027;218,8071931755989;127,30183608001359;19,412628579719485;52,20425105555446;0,3529484766196003
2005-01-05;07:00:00;2,0949445711905668;173,00064516861792;5,645451581063658;213,25295620326094;137,54642728317407;20,438355709917506;52,159986057556786;0,3433707595332134
2005-01-05;08:00:00;2,182262492089148;186,63081497483637;5,651538836805954;196,63971407539685;-200,0;19,87696331370964;53,36061055152557;0,3510216722714972
2005-01-05;09:00:00;2,1678020281481087;185,38095853564266;6,051939524777945;221,85355886153283;94,6498350588627;19,321157906677858;51,944559474562745;-200,0
2005-01-05;10:00:00;2,6514986404513166;198,49661074164044;5,874543263612563;215,56145693279586;136,45352125370323;20,08401025205871;54,76999085265726;0,35754798105517904
2005-01-05;11:00:00;2,2866233295586293;168,3888841432665;6,381327948698606;199,52281881482924;125,56246914049657;19,640139304160673;51,27285636002771;0,338546541257518
2005-01-05;12:00:00;2,365400852857352;183,03485069758284;6,103644788600028;236,43094941916286;130,65122785867;20,318476433721976;49,64153379367347;0,33030820607793215
2005-01-05;13:00:00;2,1748798508248384;179,52260261960296;5,798163296508818;214,3039259433484;135,31067291657467;20,194973532116347;52,23395950472062;0,35843177970589024
2005-01-05;14:00:00;2,271922419883293;168,73860324670125;5,902107433093298;201,79897254552688;122,19801549384306;19,459970476295045;50,91038038183725;0,3229886339762086
2005-01-05;15:00:00;2,418343149543477;154,93656511934188;6,264746472661046;233,9128629573085;113,41476887934394;19,841284866702633;53,60592075263846;0,3747895908904344
2005-01-05;16:00:00;2,0819942540717897;181,01928608209204;6,4744311916256425;219,4100775311618;140,06103364413326;20,96060388788358;53,537196103948745;0,38168140730651695
2005-01-05;17:00:00;2,5869105265375447;167,28971002362567;6,354820817860639;224,4248110779554;125,38256180466159;20,313298982853013;52,44653365781603;0,3455482193856697
2005-01-05;18:00:00;2,326481354916709;178,54543265036028;5,903782965407679;211,14566076368303;-200,0;19,41312596794688;52,201802243571464;0,3204648151998045
2005-01-05;19:00:00;2,461906573711256;176,65611175643716;6,047082125860107;220,08831734052856;126,98778940019163;19,876710640831337;52,09323941482503;0,3318444792005525
2005-01-05;20:00:00;1,910598035577961;174,72967354057852;5,917490088638564;197,3958312361634;109,30080571437817;20,589413384137043;49,856384030978084;0,3335394629095162
2005-01-05;21:00:00;1,8678497573344977;202,01368678816914;5,86730678132067;227,77911787128;133,54945437931707;20,255937413615307;51,16511397026462;0,34146046243997114
2005-01-05;22:00:00;2,0784659220893493;166,6435927315771;5,997977634528853;224,10867511091848;129,13234027574254;21,299930349188028;50,47818130405511;0,3569500477069502
2005-01-05;23:00:00;2,017812479306384;200,2746239266813;6,041914973598517;245,66294812123328;131,25462416925234;20,81445719230728;49,09942949478931;0,35491319289027345
2005-01-06;00:00:00;2,38869193075664;184,37083639888556;6,381551686104393;233,0048568557235;142,8024856195777;20,850770270391394;48,54019945236489;0,33321196538288866
2005-01-06;01:00:00;2,3716685116727803;169,02774162781452;6,635192930932858;207,53643332799209;125,84953217191571;21,05505533492704;52,36813278656278;0,36498519465761725
2005-01-06;02:00:00;2,5330164187918323;198,86553016498078;6,0238119366723675;209,6420122420812;138,105747015463;20,60221638181627;51,556784632900836;0,3664476932649111
2005-01-06;03:00:00;1,9181826373018587;192,31631033585506;6,543927596925179;225,8409853054729;109,11017989334331;20,267693331705328;46,567042429279674;0,3053340615375384
2005-01-06;04:00:00;2,4069947318767153;165,82631170395595;6,056084426192223;204,89848671902334;120,53054853592856;20,964971838447706;48,89434917689869;0,3545813692764748
2005-01-06;05:00:00;2,15408865271911;164,27087545677708;6,556473777424268;221,95457323454534;112,82806948337539;21,3352111433508;53,229199342659385;0,38241393566167237
2005-01-06;06:00:00;2,019014109774864;162,42704971718834;6,340489653603151;214,76621545988795;135,2977501865478;20,088251170357417;54,41053246967174;0,3659693427598484
2005-01-06;07:00:00;2,101395257379668;-200,0;6,1682051320507565;229,2928591056874;99,41749854802856;21,087563361215235;51,50714567869682;0,35719976336049253
2005-01-06;08:00:00;-200,0;178,46775223810545;6,415566217547416;220,67257901813184;112,50844799129726;20,77122270396967;49,121732577205385;0,3498135836152431
2005-01-06;09:00:00;2,317878194918113;177,07100864595364;6,7872488349366185;223,20682933276535;132,6160908553815;20,388510600250118;52,19249114660014;0,36218193087669154
2005-01-06;10:00:00;2,2171331202013045;190,92489728339797;6,300868840669272;237,69295991271414;130,68720808475376;20,53296526250045;50,77965317452108;0,34427505583584805
2005-01-06;11:00:00;2,61415497700808;177,4994402734508;6,223368361016554;220,68905952939258;103,37104600346117;21,447479073640388;-200,0;0,3830871736396993
2005-01-06;12:00:00;2,6041885554609423;168,02884640562084;6,395727906277677;209,5754912325753;116,40104434512047;21,169460095287675;49,018110730220336;0,3337505647021325
2005-01-06;13:00:00;2,409737706064498;173,9739891113435;6,331755991663482;183,5919586802766;139,40213808043447;21,410887084924344;51,16323607682636;0,3736624135653503
2005-01-06;14:00:00;2,2122225240827436;161,77935663070866;6,450598911683697;238,71797292106993;108,88943353716698;21,13159167582347;52,280775458159205;0,384508508295162
2005-01-06;15:00:00;2,39005575661219;160,4948275211916;6,306554163028179;232,40653526589202;116,56097621001136;20,78850707670893;52,40843547902859;0,3590066016371022
2005-01-06;16:00:00;2,370251936236878;162,28852614276693;-200,0;234,10474630797268;125,25453026938366;21,09944273480247;53,715837551345004;0,37962771855003574
2005-01-06;17:00:00;2,0989714161838524;171,28113263562798;7,051065731026444;223,00144581043054;124,96892964265228;21,5777818994934;49,62002192355287;0,3537200330810489
2005-01-06;18:00:00;2,4069593505782674;165,79096394040212;6,525859933355236;214,62825553192764;124,32250391608112;21,73584631337426;48,28337755985823;0,34232166427899813
2005-01-06;19:00:00;2,4885607820577573;184,45379397468133;6,126511155591089;222,5706604694506;123,63582473838953;21,11009864678742;49,46686394305511;0,34388399970675787
2005-01-06;20:00:00;2,3321202055681707;162,85109960868058;6,781190437305005;-200,0;121,86807991481675;21,544127899328878;50,06556172609719;0,3489787269018924
2005-01-06;21:00:00;2,2435878946555685;141,72270673528106;6,613783560312667;236,2630313840416;117,05507075861198;21,65156269542526;47,61234650966811;0,35784123416096464
2005-01-06;22:00:00;2,2215436233485266;176,30776203874882;6,478358001613661;216,664735725028;-200,0;22,996525479751735;53,72909506542495;0,39841709799498637
2005-01-06;23:00:00;2,027474564743128;178,04790126557185;6,373420248401787;205,28838617094152;135,42144125282016;21,704677463936527;48,198215713735266;0,34255052629451427
2005-01-07;00:00:00;2,6242716862333335;165,72322076572357;6,505184727550273;208,13452987412316;128,17037119793355;21,78845490491516;50,44007217370373;0,36796472162011945
2005-01-07;01:00:00;2,2175451124490917;171,4201805652833;6,676169835542223;214,78686029359;125,60312196390264;21,386361318651698;52,867887066581815;0,3785386529465242
2005-01-07;02:00:00;2,0354157595379876;176,0511640777144;6,500119899272818;252,08187819994583;122,30217755000508;22,102683693100328;51,12794341995159;0,37227510114237283
2005-01-07;03:00:00;2,3097743508691226;157,0055207734412;6,498304323809135;233,7961983342763;142,62354320690272;21,18547566599449;48,66235063003962;0,3369521977796322
2005-01-07;04:00:00;2,5865445744762092;173,1735573335759;6,587869021805207;234,1787328832934;121,90088380716725;22,19777161877829;45,18339780735726;0,3197853984433328
2005-01-07;05:00:00;2,41282465042921;165,01489046369542;6,74623421327475;207,01903968926587;136,75515287923278;20,585925147715685;52,04739462234851;0,3521995641582908
2005-01-07;06:00:00;2,292707207882843;166,93537364777532;6,657854969825136;227,9092624050461;124,04097435303525;21,987565504932075;50,31685837628877;0,3498975117706822
2005-01-07;07:00:00;2,344690049232482;168,18302620474824;6,360493462235076;214,21581899345077;128,59767251409073;21,90565929636621;50,00064994651508;0,3829172519386331
2005-01-07;08:00:00;2,2365017109096668;177,8392277999741;6,199476441971012;239,06042324132918;121,54447878192886;22,66322086646265;45,457848795676966;0,3327352760397187
2005-01-07;09:00:00;1,928955865672573;180,19490056545703;6,257894878945073;230,69032855589256;-200,0;22,47727292035889;49,59542200906428;0,3794646750154772
2005-01-07;10:00:00;2,2059570016302623;170,8549321511533;6,954339988658952;222,64377403893297;123,85975316942935;22,27321178703423;50,144128592903655;0,3550398142704083
2005-01-07;11:00:00;2,165387974305957;173,4691746337246;6,631273427889466;190,99523706850584;136,76747084679798;21,03537844041391;49,7988931421952;0,37327661474774043
2005-01-07;12:00:00;2,027522093804424;166,84198499045388;6,523255476417798;238,68911572008935;129,4612641168495;22,280832390534275;49,32519337591903;0,3466254896144102
2005-01-07;13:00:00;2,2459181602344995;174,4297432430198;6,069340836556485;219,18239520727445;131,18438077223357;21,72542436807068;47,39648688301065;0,3521629806701456
2005-01-07;14:00:00;2,376309042919836;154,12268672546537;6,504235786231542;242,49908175623094;117,56780896145358;22,239648961533753;47,996503325129346;0,3657304873041177
2005-01-07;15:00:00;2,635319746670364;147,97506399604669;6,714565779054743;243,56371835246185;119,44775070246311;22,588115017795545;52,24606136611054;-200,0
2005-01-07;16:00:00;1,9468813584492635;168,65455797056592;6,673435340833827;-200,0;108,9474285670903;22,889863528046668;46,05009761925368;0,35477627145833535
2005-01-07;17:00:00;2,78734339785598;169,48000699022685;6,469077913595433;219,49148793860968;113,9719471645269;22,141979612689745;49,79034639726472;0,36880378818041293
2005-01-07;18:00:00;2,1544946750559246;174,39740969192775;6,332227364158566;241,62629377512704;117,80155736681698;21,15262698934706;48,688082460124114;0,34070762407773464
2005-01-07;19:00:00;2,4373587127364083;191,94884890100667;6,292461613574327;208,86138748813423;113,80945092050472;22,06217394789805;46,73412854891747;0,34254432145532565
2005-01-07;20:00:00;2,6003795523206916;166,17963671952256;6,78441729275343;241,1112756489066;125,99558671865994;22,473834667064917;50,52790057291464;0,37484207025131716
2005-01-07;21:00:00;2,399411146698752;162,10926295344115;6,414082235842393;227,3053319235114;120,2007822016822;22,1981619668561;46,45727387384769;0,3365694733107112
2005-01-07;22:00:00;2,496697653266268;164,1515339743339;6,363740904330238;242,81270141558298;-200,0;21,19365782651393;49,22036892430776;0,35027061077510546
2005-01-07;23:00:00;2,6480791120279306;167,2149153365364;6,373174996008448;236,9325722993671;105,83357327745712;22,68035295628481;49,458040139046524;0,3837799019477847
2005-01-08;00:00:00;2,5792572706408627;185,6137476539513;6,41650890526402;231,84839694987372;105,86253558299948;23,001556220207018;49,51906983005629;0,3755440127127178
2005-01-08;01:00:00;2,342547854999985;-200,0;6,656762281200239;210,96871087764333;132,68885696821854;23,385238552048396;52,0079290765792;0,41245188308301456
2005-01-08;02:00:00;2,1979084924613965;181,26898852451416;6,880247647664511;237,73355119260557;116,66378539114196;22,351936165636786;46,08048248546147;0,32807659739631045
2005-01-08;03:00:00;2,306774123123545;169,14781496409563;6,785537456172289;235,47971608455836;132,99541235684595;22,45195642398638;48,73847458220144;0,369346430232793
2005-01-08;04:00:00;2,704077555196954;162,56636816489518;6,966022355185514;197,78637000041326;132,6445296292525;22,530200612789336;48,989911393999684;0,3780450602205155
2005-01-08;05:00:00;2,605684994971283;162,67086718248243;6,485185516835706;240,5108989068649;143,3270437339752;22,913621310768367;48,22530386398914;0,38187083018792484
2005-01-08;06:00:00;2,2868584039223;166,81515600110637;6,279240735003732;202,65980089023938;121,9648130185842;22,746134104939035;52,396343490600614;0,3995366768888332
2005-01-08;07:00:00;2,760337055535194;165,53102123601235;6,063326306872084;222,32752766503882;115,77336532364703;23,130207666632472;47,18659299029982;0,3591622250793665
2005-01-08;08:00:00;2,3549071616572306;155,99842544678197;6,120958451461622;237,12785162605547;130,18824416088862;22,101670952339283;48,44794350843177;0,34434734460962685
2005-01-08;09:00:00;2,7145734133161463;154,6305324664234;6,772758851435393;195,34576649028904;102,49074097455905;22,00908009722157;47,592767600379005;0,3360825524688975
2005-01-08;10:00:00;2,2803637137462487;178,64677823746007;6,0442335936989275;205,51297306463212;116,1429440267095;22,557985884934954;45,286816352284674;-200,0
