CO(GT),NO2(GT),NOx(GT),C6H6(GT),T,RH,AH,hour,day_of_week,month,is_weekend
2.550044783356441,97.58743266864148,219.67139507831527,5.473879615644717,16.987351496235476,61.94504143364965,0.3542281070368434,0.0,1.0,3.0,0
2.0592565820104136,97.58743266864148,224.03105199699516,5.5817771260658695,18.3159771290647,54.17049205728795,0.3366378725596374,0.0,1.0,3.0,0
2.176376606434108,105.69659794851766,212.286913692676,5.989700433340465,19.08239680850875,52.88186918417979,0.33054373704971085,0.0,4.0,4.0,0
2.238044469733287,132.96643324337913,197.89971697050203,5.677444526123366,19.72648263771459,53.55032893203269,0.342224516385492,0.0,4.0,4.0,0
2.119779184728245,131.58340627168934,204.8378328836179,5.9189221932411895,19.516456548149453,56.0519201787836,0.33054373704971085,0.0,4.0,4.0,0
1.976205746827418,107.31282668110394,211.0444225230288,5.332201078798459,19.654276187487586,56.47011412149944,0.3668551476291825,0.0,4.0,4.0,0
2.3648308371168163,112.54589385705782,194.6522476895344,5.38137570741656,19.27167682812228,53.09494855737015,0.3429177084465688,0.0,4.0,4.0,0
2.2465549566051526,107.29209877933964,240.02466930792303,5.774525765614493,19.2776874250926,54.30043932192149,0.3346356679355557,0.0,4.0,4.0,0
2.028787926953396,122.139976610341,226.0688208892903,5.722734660009644,19.191836157664543,55.35866113823332,0.3563996304449871,0.0,4.0,4.0,0
2.211320960245073,97.58743266864148,215.2503670102084,6.209689923567639,18.634248509986023,53.145812363592526,0.3171734543863353,0.0,4.0,4.0,0
2.047188932236072,146.6066808815801,234.27839888998213,5.965382679189707,19.87566583976693,54.46681857439352,0.367294382643873,0.0,4.0,4.0,0
2.2396384682898027,128.03407243598488,203.703453063828,5.609415225466811,19.103461253649936,54.32353821623327,0.3501489569722673,0.0,4.0,4.0,0
2.1836954630173504,129.1629522114923,211.6728138535369,5.489640382480236,19.742111509757724,56.38272144601813,0.3676003085650383,0.0,4.0,4.0,0
2.215714548696976,134.45022680797211,216.41617462243224,5.887705976798191,19.1201619874798,51.72276797750975,0.3366157755749317,0.0,4.0,4.0,0
2.136350010399737,132.18721109892806,211.47078174710052,6.049949358643737,19.77799916513614,49.17192528481229,0.3135830391798542,0.0,4.0,4.0,0
2.328587631879018,134.31789568258014,231.8406723173751,5.63214436029915,18.348755303375032,49.39101281850667,0.2997331366083615,0.0,4.0,4.0,0
2.2375326451176125,134.71291435817724,199.9808149321318,5.655970170513059,17.395505822335505,56.59370987395139,0.3151189577811659,0.0,4.0,4.0,0
2.010402504377826,109.50382740027908,181.1103971300326,5.793724847721385,18.182980215357897,55.58171511824456,0.3465322574755412,0.0,4.0,4.0,0
2.2661011648518428,122.75401343903752,228.09783518187749,5.573831145392846,18.123270204404538,52.72043678536001,0.3201769251246201,0.0,4.0,4.0,0
2.200762864674704,118.61395090469637,207.78297950352007,5.5817771260658695,18.705964583820087,53.05940957798419,0.3294747955613388,0.0,4.0,4.0,0
2.1712219988281056,97.58743266864148,217.63595112944907,5.440603814609561,19.0245629228024,53.75845892168921,0.3580072765508131,0.0,4.0,4.0,0
2.2734896034631484,129.89643919068777,240.9844415743009,5.555087409133546,18.802367319341617,54.104871618282914,0.3411152985504475,0.0,4.0,4.0,0
2.4418421339681906,124.38548048128784,224.33640591699267,5.874369150583694,19.483579399548564,56.99108622684312,0.382953672000051,0.0,4.0,4.0,0
1.8779844198671871,122.8090821036802,219.30867881248503,6.162121470403333,18.298291931969658,54.77105524043982,0.348147339475433,0.0,4.0,4.0,0
2.4306953414756087,124.45785365937624,258.43119361399505,5.544388246441371,20.02875768577153,56.3187540687091,0.3796926832449397,0.0,4.0,4.0,0
2.392035853410742,128.10251377340322,207.3420309185068,5.316519425610588,17.92426366769874,55.41772626724639,0.3233756700899391,0.0,4.0,4.0,0
2.1748798508248384,135.31067291657467,214.3039259433484,5.798163296508818,20.194973532116347,52.23395950472062,0.3584317797058902,0.0,6.0,5.0,1
2.271922419883293,122.19801549384306,201.79897254552688,5.902107433093298,19.459970476295045,50.91038038183725,0.3229886339762086,0.0,6.0,5.0,1
2.418343149543477,113.41476887934394,233.9128629573085,6.264746472661046,19.841284866702637,53.60592075263846,0.3747895908904344,0.0,6.0,5.0,1
2.0819942540717897,140.06103364413326,219.4100775311618,6.4744311916256425,20.96060388788358,53.537196103948745,0.3816814073065169,0.0,6.0,5.0,1
2.5869105265375447,125.3825618046616,224.4248110779554,6.354820817860639,20.313298982853013,52.44653365781603,0.3455482193856697,0.0,6.0,5.0,1
2.461906573711256,126.98778940019164,220.08831734052856,6.047082125860107,19.876710640831337,52.09323941482503,0.3318444792005525,0.0,6.0,5.0,1
1.910598035577961,109.30080571437816,197.3958312361634,5.917490088638564,20.589413384137043,49.85638403097808,0.3335394629095162,0.0,6.0,5.0,1
1.8678497573344977,133.54945437931707,227.77911787128,5.86730678132067,20.255937413615307,51.16511397026462,0.3414604624399711,0.0,6.0,5.0,1
2.0784659220893493,129.13234027574254,224.10867511091848,5.997977634528853,21.299930349188028,50.47818130405511,0.3569500477069502,0.0,6.0,5.0,1
2.365400852857352,130.65122785867,236.43094941916289,6.103644788600028,20.318476433721976,49.64153379367347,0.3303082060779321,0.0,6.0,5.0,1
2.326481354916709,97.58743266864148,211.14566076368305,5.903782965407679,19.41312596794688,52.20180224357146,0.3204648151998045,0.0,6.0,5.0,1
2.017812479306384,131.25462416925234,245.66294812123328,6.041914973598517,20.81445719230728,49.09942949478931,0.3549131928902734,0.0,6.0,5.0,1
2.2866233295586293,125.56246914049656,199.52281881482924,6.381327948698606,19.640139304160677,51.27285636002771,0.338546541257518,0.0,6.0,5.0,1
2.1678020281481087,94.6498350588627,221.85355886153283,6.051939524777945,19.321157906677858,51.944559474562745,0.33054373704971085,0.0,6.0,5.0,1
2.182262492089148,97.58743266864148,196.63971407539685,5.651538836805954,19.87696331370964,53.36061055152557,0.3510216722714972,0.0,6.0,5.0,1
2.0949445711905668,137.54642728317407,213.2529562032609,5.645451581063658,20.438355709917506,52.15998605755679,0.3433707595332134,0.0,6.0,5.0,1
2.2405011714768155,127.3018360800136,218.8071931755989,6.034846499481027,19.412628579719485,52.20425105555446,0.3529484766196003,0.0,6.0,5.0,1
2.119779184728245,108.82142011534222,205.212729769558,6.1615418528512285,21.401095080967604,55.410905701381054,0.3855677438727617,0.0,6.0,5.0,1
2.529476949469424,120.7117062000978,221.2073917784528,6.211664184291126,19.59909852372205,53.59908198887902,0.3502990667151347,0.0,6.0,5.0,1
2.644491287491783,116.74751154455438,236.15047515720627,6.2686802904431,20.322984288420333,54.76386203125477,0.3696891171607673,0.0,6.0,5.0,1
2.32458082779879,126.17739161256428,230.7388450037955,5.59767944755506,19.685781292795035,52.48990260278157,0.3576049283126538,0.0,6.0,5.0,1
1.9996018746428528,121.94990958483088,210.12824105481587,5.697725183878822,19.269338466031275,53.94453320584718,0.3557089344826415,0.0,6.0,5.0,1
2.2610349169954578,143.17149217294343,180.12296568838389,5.609718448066142,19.206810324690007,49.50264347093373,0.3197846960520769,0.0,6.0,5.0,1
2.651498640451317,136.45352125370323,215.56145693279583,5.874543263612563,20.08401025205871,54.76999085265726,0.357547981055179,0.0,6.0,5.0,1
2.212222524082744,108.88943353716698,238.71797292106996,6.450598911683697,21.13159167582347,52.280775458159205,0.384508508295162,0.0,2.0,6.0,0
2.39005575661219,116.56097621001136,232.406535265892,6.306554163028179,20.78850707670893,52.40843547902859,0.3590066016371022,0.0,2.0,6.0,0
2.370251936236878,125.25453026938366,234.10474630797268,5.5817771260658695,21.09944273480247,53.71583755134501,0.3796277185500357,0.0,2.0,6.0,0
2.0989714161838524,124.96892964265228,223.0014458104305,7.051065731026444,21.5777818994934,49.62002192355287,0.3537200330810489,0.0,2.0,6.0,0
2.406959350578268,124.32250391608112,214.62825553192764,6.525859933355236,21.73584631337426,48.28337755985823,0.3423216642789981,0.0,2.0,6.0,0
2.027474564743128,135.42144125282016,205.28838617094152,6.373420248401787,21.704677463936527,48.19821571373527,0.3425505262945142,0.0,2.0,6.0,0
2.3321202055681707,121.86807991481676,211.6728138535369,6.781190437305005,21.54412789932888,50.06556172609719,0.3489787269018924,0.0,2.0,6.0,0
2.2435878946555685,117.05507075861198,236.2630313840416,6.613783560312667,21.65156269542526,47.61234650966811,0.3578412341609646,0.0,2.0,6.0,0
2.2215436233485266,97.58743266864148,216.664735725028,6.478358001613661,22.996525479751732,53.72909506542495,0.3984170979949863,0.0,2.0,6.0,0
2.409737706064498,139.40213808043447,183.5919586802766,6.331755991663482,21.410887084924344,51.16323607682636,0.3736624135653503,0.0,2.0,6.0,0
2.4885607820577573,123.63582473838952,222.5706604694506,6.126511155591089,21.11009864678742,49.46686394305511,0.3438839997067578,0.0,2.0,6.0,0
2.6041885554609423,116.40104434512048,209.5754912325753,6.395727906277677,21.169460095287675,49.018110730220336,0.3337505647021325,0.0,2.0,6.0,0
2.15408865271911,112.8280694833754,221.9545732345453,6.556473777424268,21.3352111433508,53.229199342659385,0.3824139356616723,0.0,2.0,6.0,0
2.2171331202013045,130.68720808475376,237.69295991271412,6.300868840669272,20.53296526250045,50.77965317452108,0.344275055835848,0.0,2.0,6.0,0
2.3716685116727803,125.84953217191573,207.53643332799209,6.635192930932858,21.05505533492704,52.36813278656278,0.3649851946576172,0.0,2.0,6.0,0
2.5330164187918323,138.105747015463,209.6420122420812,6.023811936672368,20.60221638181627,51.55678463290084,0.3664476932649111,0.0,2.0,6.0,0
1.918182637301859,109.11017989334331,225.8409853054729,6.543927596925179,20.267693331705328,46.56704242927968,0.3053340615375384,0.0,2.0,6.0,0
2.4069947318767158,120.53054853592856,204.8984867190233,6.056084426192223,20.964971838447703,48.89434917689869,0.3545813692764748,0.0,2.0,6.0,0
2.38869193075664,142.8024856195777,233.0048568557235,6.381551686104393,20.850770270391397,48.54019945236489,0.3332119653828886,0.0,2.0,6.0,0
2.019014109774864,135.2977501865478,214.76621545988797,6.340489653603151,20.088251170357417,54.41053246967174,0.3659693427598484,0.0,2.0,6.0,0
2.101395257379668,99.41749854802856,229.2928591056874,6.1682051320507565,21.087563361215235,51.50714567869682,0.3571997633604925,0.0,2.0,6.0,0
2.119779184728245,112.50844799129726,220.67257901813184,6.415566217547416,20.77122270396967,49.121732577205385,0.3498135836152431,0.0,2.0,6.0,0
2.317878194918113,132.6160908553815,223.20682933276532,6.7872488349366185,20.38851060025012,52.19249114660014,0.3621819308766915,0.0,2.0,6.0,0
2.61415497700808,103.37104600346116,220.68905952939255,6.223368361016554,21.447479073640388,55.410905701381054,0.3830871736396993,0.0,2.0,6.0,0
2.376309042919836,117.56780896145358,242.4990817562309,6.504235786231542,22.239648961533756,47.99650332512935,0.3657304873041177,0.0,4.0,7.0,0
2.6480791120279306,105.83357327745712,236.9325722993671,6.373174996008448,22.68035295628481,49.45804013904653,0.3837799019477847,0.0,4.0,7.0,0
2.496697653266268,97.58743266864148,242.81270141558295,6.363740904330238,21.19365782651393,49.22036892430776,0.3502706107751054,0.0,4.0,7.0,0
2.399411146698752,120.2007822016822,227.3053319235114,6.414082235842393,22.1981619668561,46.45727387384769,0.3365694733107112,0.0,4.0,7.0,0
2.600379552320692,125.99558671865994,241.1112756489066,6.78441729275343,22.47383466706492,50.52790057291464,0.3748420702513171,0.0,4.0,7.0,0
2.4373587127364083,113.80945092050472,208.86138748813423,6.292461613574327,22.06217394789805,46.73412854891747,0.3425443214553256,0.0,4.0,7.0,0
2.1544946750559246,117.80155736681698,241.62629377512704,6.332227364158566,21.15262698934706,48.688082460124114,0.3407076240777346,0.0,4.0,7.0,0
2.78734339785598,113.9719471645269,219.49148793860968,6.469077913595433,22.141979612689745,49.79034639726472,0.3688037881804129,0.0,4.0,7.0,0
1.9468813584492637,108.9474285670903,211.6728138535369,6.673435340833827,22.889863528046668,46.05009761925368,0.3547762714583353,0.0,4.0,7.0,0
2.635319746670364,119.44775070246313,243.56371835246185,6.714565779054743,22.588115017795545,52.24606136611054,0.33054373704971085,0.0,4.0,7.0,0
2.2459181602344995,131.18438077223357,219.18239520727445,6.069340836556485,21.72542436807068,47.39648688301065,0.3521629806701456,0.0,4.0,7.0,0
2.027522093804424,129.4612641168495,238.68911572008932,6.523255476417798,22.280832390534275,49.32519337591903,0.3466254896144102,0.0,4.0,7.0,0
2.624271686233333,128.17037119793355,208.1345298741232,6.505184727550273,21.78845490491516,50.44007217370373,0.3679647216201194,0.0,4.0,7.0,0
2.165387974305957,136.76747084679798,190.99523706850584,6.631273427889466,21.03537844041391,49.7988931421952,0.3732766147477404,0.0,4.0,7.0,0
2.217545112449092,125.60312196390264,214.78686029359,6.676169835542223,21.386361318651694,52.867887066581815,0.3785386529465242,0.0,4.0,7.0,0
2.035415759537988,122.30217755000508,252.08187819994583,6.500119899272818,22.102683693100328,51.12794341995159,0.3722751011423728,0.0,4.0,7.0,0
2.586544574476209,121.90088380716723,234.1787328832934,6.587869021805207,22.19777161877829,45.18339780735726,0.3197853984433328,0.0,4.0,7.0,0
2.41282465042921,136.75515287923278,207.01903968926587,6.74623421327475,20.585925147715685,52.04739462234851,0.3521995641582908,0.0,4.0,7.0,0
2.309774350869122,142.62354320690272,233.7961983342763,6.498304323809135,21.18547566599449,48.66235063003962,0.3369521977796322,0.0,4.0,7.0,0
2.344690049232482,128.59767251409073,214.2158189934508,6.360493462235076,21.90565929636621,50.00064994651508,0.3829172519386331,0.0,4.0,7.0,0
2.2365017109096668,121.54447878192886,239.0604232413292,6.199476441971012,22.66322086646265,45.457848795676966,0.3327352760397187,0.0,4.0,7.0,0
1.928955865672573,97.58743266864148,230.69032855589256,6.257894878945073,22.47727292035889,49.59542200906428,0.3794646750154772,0.0,4.0,7.0,0
2.2059570016302623,123.85975316942935,222.64377403893295,6.954339988658952,22.27321178703423,50.144128592903655,0.3550398142704083,0.0,4.0,7.0,0
2.292707207882843,124.04097435303524,227.9092624050461,6.657854969825136,21.987565504932075,50.31685837628877,0.3498975117706822,0.0,4.0,7.0,0
2.66269020119702,120.70012007710108,232.862516259276,6.720088242345222,22.898382187334448,47.65721242460138,0.3789102867926167,0.0,0.0,8.0,0
2.119779184728245,120.24098736789595,226.2899047710052,6.128563893217866,22.023553986604927,48.46103603738544,0.3506270892955669,0.0,0.0,8.0,0
1.9889941332225292,121.35087645944436,242.19480574393216,6.646665608642273,23.474772132376064,47.84924630077872,0.3740199775344475,0.0,0.0,8.0,0
2.1169049878636925,105.781062516406,195.7868515091112,6.889600759903716,22.616962898781352,47.33944003413573,0.3467441274090139,0.0,0.0,8.0,0
2.3375241964184705,115.86486144133342,223.77829728912712,6.422834615013532,22.96823255326556,49.27319888164188,0.3841393536664373,0.0,0.0,8.0,0
2.301934044371534,110.82844635443028,234.75362131523104,6.9644242831133845,22.94396156095647,46.20427618441396,0.348481097489865,0.0,0.0,8.0,0
2.165772272012405,112.56973407787552,233.9117225750353,6.376456705106305,22.3550626307028,46.4062612684353,0.3200627152446665,0.0,0.0,8.0,0
2.67179570120994,112.44926267913084,218.69148231045173,6.696818191771983,22.521806734707127,47.97507297285448,0.3424824394094332,0.0,0.0,8.0,0
1.9481959018409187,130.27961904245717,211.6728138535369,6.706925573538661,23.093147222196126,47.07354138340558,0.3516799917043023,0.0,0.0,8.0,0
2.160279365767868,121.65585096671576,230.34924514679236,6.690950691698059,23.086533744049632,47.79724982171992,0.3607545588589376,0.0,0.0,8.0,0
2.5105252070818067,128.3617194282045,229.35822766841196,6.417072377792992,22.94001847059255,48.724483170782655,0.373428782686824,0.0,0.0,8.0,0
2.6213092387174477,118.29282538930902,227.30077206099605,6.161291157923781,23.110698873982827,48.975807101604495,0.3919740955488323,0.0,0.0,8.0,0
2.5792572706408627,105.86253558299948,231.8483969498737,6.41650890526402,23.001556220207014,49.51906983005629,0.3755440127127178,0.0,0.0,8.0,0
2.2803637137462487,116.1429440267095,205.5129730646321,6.044233593698928,22.557985884934958,45.286816352284674,0.33054373704971085,0.0,0.0,8.0,0
2.7145734133161463,102.49074097455905,195.34576649028904,6.772758851435393,22.00908009722157,47.592767600379005,0.3360825524688975,0.0,0.0,8.0,0
2.3549071616572306,130.18824416088862,237.12785162605547,6.120958451461622,22.101670952339283,48.44794350843177,0.3443473446096268,0.0,0.0,8.0,0
2.760337055535194,115.77336532364704,222.3275276650388,6.063326306872084,23.130207666632472,47.18659299029982,0.3591622250793665,0.0,0.0,8.0,0
2.2868584039223,121.9648130185842,202.65980089023935,6.279240735003732,22.746134104939035,52.39634349060061,0.3995366768888332,0.0,0.0,8.0,0
2.605684994971283,143.3270437339752,240.5108989068649,6.485185516835706,22.913621310768367,48.22530386398914,0.3818708301879248,0.0,0.0,8.0,0
2.704077555196954,132.6445296292525,197.78637000041329,6.966022355185514,22.530200612789336,48.98991139399968,0.3780450602205155,0.0,0.0,8.0,0
2.306774123123545,132.99541235684595,235.4797160845584,6.785537456172289,22.45195642398638,48.73847458220144,0.369346430232793,0.0,0.0,8.0,0
2.1979084924613965,116.66378539114196,237.7335511926056,6.880247647664511,22.351936165636783,46.08048248546147,0.3280765973963104,0.0,0.0,8.0,0
2.342547854999985,132.68885696821854,210.96871087764333,6.656762281200239,23.3852385520484,52.0079290765792,0.4124518830830145,0.0,0.0,8.0,0
2.2423687222886204,100.99025506681971,206.9195587887573,6.709119558876809,22.15648567330608,51.45445674172222,0.3803905623281815,0.0,0.0,8.0,0
2.119779184728245,101.94034285466527,228.2806245356288,7.149478796884779,23.8019248772586,49.83212409013949,0.3735731062713381,0.0,3.0,9.0,0
2.3084746362092683,118.99523098101643,232.4744070040813,6.737521237531829,24.215534207177285,46.2335314969251,0.3563791980497572,0.0,3.0,9.0,0
